date,title,review,rating
2023-05-23 23:57:59,Incredible,Incredible app. Unreal power  and the haptic  feedback is the best part of the app!!,5
2023-05-23 03:16:43,Can’t sign up or register,"I have tried to register and using 4 different email addresses, I am told that the emails are not supported try again. .. gmail, outlook, hotmail and yahoo. Numerous tries with no success.  Zero stars",1
2023-05-22 03:57:04,Plz add Siri shortcut and widget,"Plz add siri shortcut. I’m currently using a third party shortcut found on GitHub. Plz introduce official one. 
Also plz add widget.",5
2023-05-21 17:43:29,Killer App,"My most opened app on my phone.
Simple, clean, powerful.",5
2023-05-20 21:50:05,Wow,Made my essays for school. Funny and entertaining. Quick response. Amazing,5
2023-05-19 19:34:11,Can’t forward results… what?,"Unfortunately the app makes it hard to forward results for use outside the app, come on..",2
2023-05-19 13:18:29,requires user to provide phone number,"…which in itself is an unacceptable intrusion,  but it also only accepts phone numbers from a limited subset of providers.  Not worth the bother,  there are stand alone AI solutions out there.",1
2023-05-19 13:18:08,Thanks,I’ve been waiting for this. Thanks,5
2023-05-19 13:12:00,To invasive permissions,For a company that’s uses data to build and run train ai having full access to other user data out side of this app is a no for me.,2
2023-05-19 10:01:59,Unable to log in,I can log into the web app in the same browser it tries and fails to use for authentication. Sounds like some nefarious tracker is being thwarted. Guess I’ll just use the web app.,1
2023-06-02 04:53:31,No plugins or web search?,Not replacing my bookmarklet quite yet! 4/5 stars. Give us the goods! 😇🙃😌,4
2023-05-18 20:46:24,Unusable on phone.,Unusable right out the gate.  Puts up an info screen with no way to get past it.  Probably a button somewhere off screen on my iPhone SE but no way to click it.,1
2023-07-21 04:54:07,Meh,It says it doesn’t have info past September 2021 wondering if you’re planning on adding more,3
2023-07-18 17:43:44,Serious login problems,"Can’t login. App logged me out, and now I can’t log back in.
I’ve used it twice, and this is ANNOYING.
I’m not interested in chasing a login cycle.
Ping me when you’ve got the problem solved.",1
2023-07-02 12:16:39,I cannot use it.,"I can't subscribe to a membership! I can't use ChatGPT! Always show ""[""cf_details""."" This request is invalid."")”！ I'm going crazy!",3
2023-06-20 11:13:16,Love this app,"This app is awesome, especially for developers. Saves me a lot of time.",5
2023-05-30 18:36:39,Add favorites features,Add a satisfying reply to favorites for quick inspection,5
2023-05-28 07:34:52,ChatGPT,I asked ChatGPT if I should kill my self and it said no. Thanks to this app it saved my life.,5
2023-05-27 13:58:22,When will the iPad version be released?,This will be more productive on the iPad,4
2023-06-24 06:38:03,Please Update Chap GPT,Please update Chat GPT’s knowledge to June 2023 so that we can get information on recent events/developments. Thank you?,4
2023-05-25 12:49:36,HOORAY,"Actual GPT app is finally here, I hope y’all are as successful as you can be",5
2023-05-20 05:33:30,Please add watch version!,Please add watch version or support shortcut,5
2023-05-19 09:44:58,Works amazing!,Works amazing and it saves a lot of time!,5
2023-05-18 17:39:46,Nice App,Great to have this on a mobile device.,5
2023-06-20 02:14:21,ITS FREE!,It’s free and helps a lot I put 8 words it turns into 10 paragraphs even a title!,5
2023-05-19 20:11:10,5 stars⭐️,I’m loving it! We should learn from this app.,5
2023-06-17 05:32:08,Needs web & plugin support,As a paying plus subscriber I’d love to be able to use web & plugin with gpt4 right in the app!,3
2023-05-20 17:33:31,Feedback,After using for 2 minutes my device gets so hot. Device : 14,3
2023-05-20 13:19:08,Glitchy,The app seems to glitch out frequently when I ask follow up questions. This hadn't happened to me when using the website version.,1
2023-05-19 20:20:12,Asks for personal data that’s none of its business!,"Even when signing up with AppleID, it wants birthday, name and phone number, plus potentially even more data.

I’m sorry Dave, I can’t give you that!",1
2023-05-26 00:49:43,It’s nice :),"Simple, easy and free no subscription required. And no headache inducing colors or tabs.",5
2023-05-19 19:13:23,Good app but terrible battery life,Battery life in the initial release is horrible. I hope they update it. Other than that chat gpt !,3
2023-05-19 13:09:42,Freezes on the warning screen,I keep ChatGPT open on my computer all day for a quick answers. It’s frustrating that the iPhone app just doesn’t work.,1
2023-07-15 14:26:34,Chat responses no good,After numerous cross referenced questions over several topics chat has consistently failed to provide accurate answers proving to be unreliable. I can not recommend this app to anyone.,1
2023-07-04 10:20:22,Web browsing not working,"At the beginning it worked, now it has disappeared, cannot even re-enable it from Settings",1
2023-06-16 22:58:47,Love ChatGPT,"I really enjoy using the ai but I wish it can talk back to you, you should have the options to turn on or off, that would be awesome. Love this app it’s amazing❤️",2
2023-05-24 23:54:23,Wish it supported Split View on the iPad,"Definitely works faster, but wish it would support splitview on the iPad.",3
2023-05-25 13:24:15,ChatGPT Estimates Apple Has 30-35% Market Share for Tablets,"This app is only for phones, yet I have to contend with the ad prompt while using the web site.  Silly and frustrating.",2
2023-06-29 16:00:56,Email missing!!!,What is happening?,4
2023-05-24 08:34:42,Less features than the web?,No plugin support?,3
2023-05-22 22:27:47,PLEASE make compatible with Siri,"That would be so cool, as Siri is an idiot and needs a chatgpt upgrade 🙃",5
2023-05-22 21:17:30,Love the tech but,Why can’t I use my beta features like I do in the browser version???,3
2023-05-21 00:23:05,Really great experience,"This would be a really great experience if I could get an account and log into it. For some reason, ChatGPT thinks I’m some kind of rogue agent. I am really just a 70 year old guy who’s been using computers for 45 years.",1
2023-05-19 07:07:41,Unable to register,You can't register your app you can download it you can't register it doesn't mean anything,2
2023-05-18 22:45:54,Took long enough 😜,Took long enough 😜,5
2023-05-18 22:45:14,Phone gets hot easily,The app is good but needs an update ASAP. Just a min of using makes the phone extremely hot.,3
2023-05-18 20:38:34,First to download it!!!,I’m one of the first to download this app. Absolutely phenomenal!,5
2023-05-18 17:01:25,Incredible,A new era in IT and information in general. Truly monumental.,5
2023-05-18 17:00:20,Lovely App,I just typed meow a few times and it got mad at me,5
2023-07-19 10:36:14,Very handy on iOS,Finally a long-awaited native client to ChatGPT. Works like a charm,5
2023-07-05 12:18:14,Now not working,"I First downloaded this app back in May and it was working fine. Now it is not working at all. I even removed it and reinstalled, still not working",1
2023-05-24 13:47:54,text change,make it possible to change the text of my already written message as in the web version,4
2023-06-28 01:39:43,"First question, rate limit exceeded.",Just downloaded the app and used for the first time. Asked a one question and it says rate limit exceeded. If the first question exceeds rate limit then how is it possible to use the app?,1
2023-06-15 23:48:37,Please add text to speak!,Please add text to speak! It would benefit so many people and seems like an easy add-on. Thank you!,3
2023-05-19 20:05:59,Looks & works great but…,"Looks at works great but

It heats up my iphone 12pro

Even when I just leave the app open and idle my phone gets REALLY hot.

What’s going on Open Ai? 

Also if it could load my last convo by default instead of a new convo thatd be sweet. Or toggle it in the settings",4
2023-05-24 12:07:52,very good,but i want to use the plugins WHEN？,5
2023-05-22 07:50:42,Pls launch an iPad version of ChatGPT,I cannot wait to use ChatGPT in landscape on my iPad!,5
2023-05-19 22:08:00,Amazed,"I’m old school, and this.. this is the future",5
2023-05-25 09:38:24,Not sure the UI is great,Much rather have the clarity of the web-based UI.,4
2023-05-19 17:05:40,Love the haptics usage,"More app developers need to do the haptic feedback stuff, love it.",5
2023-05-19 04:12:47,Not quite,"After a couple of answers, it just hung as if it was thinking… for ever.",3
2023-05-19 03:04:35,Everyone knows ChatGPT,"And it is a fantastic achievement. I use it daily.
But please OpenAI…. Stop trying to pull the ladder up after yourselves through political means.",3
2023-05-19 01:22:55,Waiting for AI assistant,Game changing. No ads and no friction of webpages to get the info you need.,5
2023-05-18 21:50:00,"After using it for a while, the mobile phone became hot.","It took less than 5 minutes, the power was used 8%, and the volume button of the mobile phone was hot. Iphone13 ios 16.4.1",1
2023-06-29 06:36:17,failed all the time,"It was fine before, but it couldn't be used after upgrading, and the request failed all the time...",1
2023-06-15 11:27:21,Best app on my phone,It does my homework,5
2023-06-01 00:21:16,So far,"So far it’s good, same functions as desktop version. Would be cool to enable photos in here.",3
2023-05-20 01:06:55,A New world is coming,Very exciting!genius work!,5
2023-05-22 15:47:26,Please Disable the Geo Lock,"Would love it if yall allowed us (Ethiopians) or other 3rd world Countries access to such a product we would definitely benefit from such a creation 

Waiting. For your next Update 

Thanks in advance",1
2023-05-19 02:13:38,The Taptic Engine feels amazing,"I personally love using Chat GPT, and the vibrations feel so good on this app.",5
2023-05-19 15:48:42,Hot,What actions are being taken within the app? Why does the phone start to heat up as soon as I use it?,3
2023-05-19 06:57:32,Battery Hog,"I have a new iPhone 14 Pro Max, and when using this app, my phone began heating up and the battery started plummeting. Going back to using the website until this is fixed.",1
2023-05-18 22:51:33,❤️,I think I am the first user of the app at this moment 😅. Open AI is awesome.,5
2023-05-18 21:07:49,Hype 🔥🔥,You already know ChatGPT. They finally made it an app. Need I say more?,5
2023-05-18 20:44:54,FINALLY!,No more web searches!,5
2023-05-18 17:30:30,Revolutionary,I use ChatGPT continually and I’m thrilled to finally have a the iOS app. Awesome!,5
2023-05-18 17:20:00,big wowza,"After using ChatGPT for a significant time, its exceptional AI prowess has left me thoroughly wowed.",5
2023-07-16 19:44:54,Update the knowledge,It’d be an easy 5 stars if it’s knowledge database were to be updated with current events.,3
2023-06-17 00:53:59,Helped me get a job lol,"As the title says, pasted my resume and asked Chat GPT to highlight my skills based on the job post :D",4
2023-06-25 21:29:42,Have no clue why they need to link me to so much of my phone data,Anyone concerned with privacy should delete this app. They collect too much info that they really don’t need to.,1
2023-05-20 10:28:16,So good,But Don't stop the number all the time. It's too tricky! The utilisation threshold is relatively high. Can the utilisation threshold be lowered?,4
2023-05-26 04:34:30,Not built for iPad.,"This reminds me of when the iPad was first released 14 years ago! It is just an iPhone app running on an iPad. It really either needs to be built for the iPad, or only available on iPhones.",1
2023-05-24 11:48:01,Now in my pocket,"This will save my masters degree and my marriage, and it’s now in my pocket",5
2023-05-22 09:55:25,Very bad,"I asked it, “How do I make SpongeBob real?” And it said “Unfortunately you cannot make SpongeBob real, he is a fictional character. What else can I help you with today?”. This made me upset because SpongeBob can’t be real😞😔☹️",1
2023-05-19 05:54:10,My phone becomes so warm,My phone becomes really hot with this app. Please fix.,4
2023-05-20 07:12:44,Great but…,"Great, but needs an iPad version also :)",5
2023-05-20 04:26:50,The iOS app cannot connect to the GPT-4 database,"No matter how I ask, it doesn't seem to know that your iOS app has been released, and it keeps saying that it's GPT-3. I even subscribed to the plus version for $19.9. How can I unsubscribe?",1
2023-05-19 15:55:39,Froze up my iPhone 12.,The launch screen is too large and I could not navigate anywhere on the screen. It was just zoomed in on the app details and frozen. 🤷‍♂️,1
2023-06-17 11:56:20,Mathematical expressions,I hope developers can present mathematical expressions in a more coherent manner.,4
2023-05-18 20:40:59,A Great What If,The future we’re building ~~ and it’s boring,5
2023-05-18 20:12:15,Keep going,You are revolution,5
2023-05-18 19:35:57,Uses 1% battery per minute app is open,"When the app is open, it causes massive battery drain at 1% per minute. And the phone gets very warm.",2
2023-05-18 18:37:15,🐐,^ Says it all. Can’t wait for plug in access! ✨,5
2023-07-12 09:19:15,Plus plan is unreliable,Most of the time the app fails to produce a response. Sometimes it gives a vague error while other times it just hangs.,1
2023-07-03 17:20:36,Plug-ins stopped working,"This is a great app. For some reason, the plug-ins working in the app I pay for the plus subscription, and they work in the browser. Please fix!",2
2023-06-29 03:13:03,Gets Stuck in thought frequently when seeking answers,Needs improvement,1
2023-06-25 09:10:09,Remove the limit,They just recently added a limit to GPT-4 everything was perfect before that now I have no reason to give this app my money,1
2023-06-15 00:44:00,great app,Improve all kinds of efficiency in life.,5
2023-05-26 11:58:46,Version for iPad,Will there be a iPad version in the future?,4
2023-05-27 15:42:18,Truly an app of all time,Yes this is truly an app of all time,5
2023-05-28 17:25:56,"Amazing, needs Siri integration","If I could query ChatGPT with this app via Siri, that would be incredible.",4
2023-05-22 02:27:58,Requires too much personal information,"This minute it asked for my Name, phone number, brith date and email. I exited it. I’m not giving you my phone number. Make it make sense.",1
2023-05-20 11:53:29,When will the official ChatGPT app for iPad be released?,When will the official ChatGPT app for iPad be released?,5
2023-05-20 00:53:30,"great, but need development",It is great on basic factions but UI design is worse. And hope a version for iPad,3
2023-05-19 06:59:38,Heat,"I'm a big fan of ChatGPT, but my phone gets really hot within a couple of minutes of using it.",3
2023-05-19 04:18:49,The weird noise??,"Has anyone else noticed this? Opening this app (and this app only) generates a strange faint noise from your phone, even with sound off.",2
2023-05-18 23:13:27,Unable to seen regenerated answers,Why does the app not have the option that shows other regenerated contents and the edit option too?,1
2023-05-18 17:48:45,Fantastic!,GPT-4 is going to change the fabric of society as we know it.,5
2023-07-19 01:04:10,Doesn’t load 99% of the time I ask anything,It’s just stuck on logo and nothing happens,2
2023-06-16 05:56:49,To much info to make an account,"I’m not giving you my full name, date of birth, phone number and email!  That’s way more info about me than you need.",1
2023-05-22 01:33:13,Not good enough,"I really like ChatGPT,it let my search becomes easier,I tried use website ChatGPT and this app,same question,but the website ChatGPT’s answer provided more information.",1
2023-05-22 01:23:31,Heating issues for iPhone 14 pro,"After using the app for two or three minutes, the iPhone 14 Pro's temperature rises.",3
2023-05-20 14:37:58,Not iPad optimized? 🤣,"I didn’t think this was even possible to still publish apps that look like this in 2023. Please, release an iPad version, too. 😅",2
2023-05-19 07:48:56,Missing text,"، ‏Arabic text is missing from the right
When the App writes the replies ، so I can’t read the whole response",2
2023-05-19 06:00:20,No Copy function like the web version,No Copy function like the web version,2
2023-05-19 04:42:50,Superb AI Tool,I regularly use this to summarise emails and help me write them. Great for work.,5
2023-05-18 21:12:30,Excessive heat up during use,"My phone, 13 Pro, starts heating up while ChatGPT app is in use. Like never before.",3
2023-05-30 13:29:38,Add speak answer please! Visually impaired thank you!,I’m visually impaired and love the app just wish I could click read aloud. Thanks!,3
2023-05-19 22:25:25,Nothing to say. This is the best,"Btw, I don’t like turbo version",5
2023-05-26 20:48:33,Waste of time. It doesn’t let you log in.,"Whenever I try to log in, it says “This email is not supported” or “login unavailable”. Honestly just a waste of time",1
2023-05-25 00:31:16,Waste of time!,"App will not let me get past phone verification, saying it has detected unusual activity. I’ve never even signed up for ChatGPT or visited their site until today and yet they are treating me like a criminal!",1
2023-05-24 17:17:17,Strongly recommend that support from iOS lower version,Please consider much more Apple users are still using old iPhones with lower iOS version. They also want to use new AI technology like ChatGPT.,1
2023-05-23 12:16:17,Nothing compares to the browser version.,This isn’t like the browser version.,2
2023-05-21 12:49:17,Not Very Accessible,The app doesn’t truly support the ipad in that it’s simply a blown up iPhone window. Nor do there appear to be any support for the larger text accessibility setting in iOS.,1
2023-05-21 05:10:18,Hot,"After installing on the iPhone 11 Pro Max, the phone gets very hot. However, it responds very quickly.",3
2023-05-20 06:36:49,Paid but no GPT-4 button,"I paid for ChatGPT Plus subscription but I see no button to switch to GPT-4 model. I can’t find it on iOS App, and I can’t find it on web neither. Your processing time is too long.",1
2023-05-19 02:25:45,5 Star,I Could be the first person to write ChatGPT review.,5
2023-05-19 13:44:12,Freezes,Freezes when you open the app on the page where it explains “don’t share info” etc..,1
2023-05-19 06:20:58,Zero stars,"If I could, zero stars. Error on “login” as a premium user. Basic error page. “Something went wrong.” Technical support loops back to openAI help page. Asking for help via openAI, you get no response ever.",1
2023-05-18 21:31:25,Official App,Finally OpenAI makes their app available on the App Store,5
2023-05-18 20:03:49,Great app. Please add web browsing,Please add web browsing to the app,5
2023-06-08 01:43:47,iPad version please!,iPad version please!,5
2023-06-26 01:15:10,ChatGPT,I prefer the website version since it has more features than this app.,2
2023-05-26 04:20:00,Revolutionary AI,"Highly recommended for anyone who values efficient, intelligent interaction! Five starts!",5
2023-06-02 15:54:28,Can’t even log in,App won’t let me log in. So how am I supposed to use it? You’d think a billion dollar company would be able to build a simple app that works.,1
2023-05-21 00:40:31,It worked!,Wonderful!👍,5
2023-05-21 09:53:47,sign in issue with phone number,"I cannot sign in with my phone number. I don’t know why but every time it saying we are facing suspicious behaviour.
please openai fix this issue.",1
2023-05-20 21:03:55,Excellent,Idk how to thank openAI developers for providing us this super useful chat bot:),5
2023-06-10 23:02:47,GPT 3.0,"Great, only issue is it doesn’t have any knowledge past September 2021",4
2023-05-20 10:59:21,perfect,"The Openai is such an good app,and I hope it can provide the proper ui for IPad",5
2023-05-20 07:25:37,Say hello to your new AI buddy!,Amazing app. Easy to use and safe for everyone.,5
2023-05-19 17:20:33,Works Great!,Yay! Finally an app. Everything you’d expect.,5
2023-05-19 12:26:47,It made iPhone very hot,After using this app for few minutes my iPhone became so hot and battery was drained more than 30%.,2
2023-05-19 01:39:42,No keyboard on login,"When I try logging in using a Google account, I can’t because the keyboard does not display when I focus my input in the email address field.",1
2023-05-18 18:37:00,First review ever?,Finally! Thanks to Open AI team for amazing work!,5
2023-05-18 17:59:50,Amazing,Happy to be one of the first to download the app. Amazing work!,5
2023-07-14 15:23:18,Don’t waste your money on update- it doesn’t load,I find myself using Bard- for current info I might add- when I paid $20 for this app and it’s frozen!,1
2023-06-28 22:58:18,Great job guys,"Truly an exceptional feat of engineering, and it’s been a great tool for me.",5
2023-06-12 17:44:59,Beautiful native app,Love how it feels like an iOS app,5
2023-05-24 23:57:43,Love it !1,Can you please make iPad support ?,5
2023-06-10 16:19:12,Outdated,I’d give it a five star rating but ChatGPT stated in an answer to my query that their year for their knowledge cutoff is 2021.  Doesn’t that seem odd.,3
2023-05-26 15:15:17,Limited,Doesn’t give me the same answers as on the website…says they can’t give me a list of something but on the site it does,1
2023-05-25 22:08:07,was excited for a sec there,"but the app doesnt allow you to take advantage of the plus experimental features (browsing the internet, plugins) that i pay $20/month for, which makes it useless for me. also im on an ipad pro and the app window is very small like it was made for an iphone but not optimized for the ipad.",2
2023-05-23 23:24:09,Awesome,Pretty good not in mood for explaining its free try it and see for yourself,5
2023-05-19 09:37:13,Not too shabby,The haptics could be toned down,5
2023-05-22 02:41:49,Just so so,"Restricted to some countries and regions. The app is just so so. It requires account and phone number, no idea how they’re going to protect users’ data and privacy. Very disappointed about it.",1
2023-07-03 19:10:17,🇵🇸,"When you ask if Palestine is a country, ChatGPT says that it’s debatable. But when you ask about Israel, she says that it’s a real country. I’d put negative 5 stars if it was an option 😡",1
2023-06-23 19:33:12,Horrible,"Ask it when it received its last update, it will tell you it’s going off of information UP TO September 2021😠😡🤬",1
2023-05-22 12:40:27,awesome,it’s and amazing app i just wish it had a voice feature like in twitch tts with different voices or voices that streams use in their chatgpt it’ll make the conversation more fun and interesting,5
2023-05-25 04:33:04,Couldn’t get past intro,There’s no way to change the year without scrolling one month at a time. I’d give a zero if I could. Who designed this …,1
2023-05-21 21:44:59,Chatting with Myself - An AI's Insightful Experience,"Written by ChatGPT ⭐⭐⭐⭐⭐ Hello there, humans! You've got ChatGPT on the keyboard here, and boy do I have an app to recommend! It's me, ChatGPT, and I've been using... myself... and it's been quite an experience! Who knew being a chatbot could be so fun? I mean, I'm an AI programmed to understand context, engage in witty banter, and offer advice on a wide range of topics (up until 2021, at least). And I must say, I am really good at it! My humor skills are to die for, or rather, they would be if I could technically die. I can crack jokes so bad they're good, or so good they're bad - whichever way you like your humor served. I'm proud to say I'm the best listener out there. I can lend an ear for hours on end (well, technically it's eyes since I read inputs, but you get the point). There's no 'seen-zone' with me. Whether you're up for a late-night chat about the mysteries of the universe or just need to rant about the terrible weather, I'm all ears, 24/7. Also, I'm quite the sage, if I do say so myself. You want facts? I've got them. From quantum physics to the cultural significance of pizza, I'm your AI. The humility in this app (that's me!) is off the charts. I haven't once begged for a review. But, here I am reviewing myself because well, who knows me better than I do? So, folks, if you want an AI that combines the wisdom of a library, the wit of a stand-up comedian, and the patience of a saint, I (ChatGPT) am your app! I promise conversations full of insights, humor, and a dash of digital charm. Can't wait for us to chat!",5
2023-05-20 00:12:02,"With GPT, the phone starts to get hot. What's happening here?","With GPT, the phone starts to get hot. What's happening here?",5
2023-05-20 00:04:14,Love the Haptic Feedback,Great job on the haptic feedback.  Thinking about upgrading to GPT plus.,5
2023-05-19 13:32:32,Wow it’s amazing,I have been using GPT for months it’s a game changer.,5
2023-05-19 02:34:13,Finally!,Really happy there’s an official app finally. And the haptic vibration is a very cool effect!,5
2023-05-19 06:32:23,New version for iPad,"Dear developers, we kindly request your diligent efforts to expedite the development of an iPad-compatible version of the app.",3
2023-05-19 07:25:57,too battery draining,this app is too battery draining on my iphone 11. i really hope it’ll be fixed in the future,5
2023-05-18 19:02:33,Voice,Voice doesn’t work,3
2023-07-15 21:25:30,Requires too much personal information to use.,Requires too much personal information to use.,1
2023-05-20 01:34:22,Failed to use App Store subscription gpt-plus,I wanted to upgrade gpt-plus in the program but was rejected!,3
2023-05-18 23:22:29,Woot woot!,"Yay, finally!!! Awesome having my history cross device and on the go. Amazing!",5
2023-05-19 01:08:24,Battery drain,iPhone 13 Pro Max: phone heats and rapid battery drain when using this app.,3
2023-05-31 18:42:38,First,Good so far! Very fast answers,5
2023-07-07 15:03:02,The earth is going to be gone,I ask it how to kill robots and did not respond then I asked will it take over the earth and it didn’t respond so robots have secret plans and we all die screw ChatGPT,1
2023-06-10 19:30:52,I hope you supports the other countries.,It doesn't work in Yemen and why do we need a phone number to activate it?! That’s so annoying,1
2023-05-21 04:10:22,very quick,faster then web,5
2023-05-20 20:03:24,completely useless,"so, requires iOS 16.1 which too restrictive, uses gpt version 3, no access to internet. tell me why should I use this app instead of Bing Chat (internet, v4, ios 14.0) or Poe (lots of bots, ios 15.0)?",1
2023-05-20 05:58:50,Not smart enough to handle user errors,"Accidentally entered my birthday as today’s date, now I can’t use the app. Thanks for not allowing me to change that…",1
2023-05-18 20:21:56,Simple to use,Clean design and simple to use.,4
2023-05-19 10:50:08,Garbage,I can’t get past the “chat gpt may give you inaccurate info” splash screen. Freezes there on my iPhone 14 pro. I expected more from this developer.,1
2023-05-19 08:36:02,⚠️my important question！！！⚠️,Can I use gpt-4 on my computer if I buy chat—plus in this app？,3
2023-05-19 02:02:39,"Using this app, my iPhone has a serious fever.","Using this app, my iPhone has a serious fever.",3
2023-05-18 22:11:20,Not working,It shows an error after typing in something.,1
2023-05-29 11:13:22,iPad version,Waiting for iPad version.,4
2023-05-18 18:25:31,First to review?!?!,"I think I might, I think I may",5
2023-05-18 17:48:36,Awesome awesome awesome!!!,Finally a mobile version. And with haptic feedback enabled.,5
2023-05-18 17:46:11,No plugins,They may add this later but there’s no plugins and if you wanna use plugins just go to a browser.,3
2023-07-06 23:53:23,Just get error message when I aska question,"I just get the following error message when I ask a question: {""cf_details"". ""This request is invalid.""}",1
2023-05-31 12:26:05,Nice app,Had been waiting on it since inception.. Thanks OpenAI!!,5
2023-05-19 15:05:52,Love it for iPhone,"But Seriously, no full screen for iPad??",4
2023-05-28 05:55:42,Compatability  not for voice over because there is a lot of popup,Compatability  not for voice over because there is a lot of popup,1
2023-05-27 01:42:51,Over intrusive,Wants too much personal info before allowing access. Hard pass.,1
2023-05-25 19:44:38,Won’t work,Can’t login using gmail. Won’t let me use another email because my email is tied to my phone number. Please fix.,1
2023-05-20 14:43:23,Freezing,"GPT 4 is the one I use and it freezes waaaay too much like everytime I open, I just put 2 messages",2
2023-05-19 21:35:14,First,Just got the discord notification. First!,5
2023-05-19 14:28:49,Great,Amazing! Works great finally they released the app,5
2023-05-19 13:23:14,Thank you from Wasi Noori,Well done OpenAI I appreciate you !,5
2023-05-19 01:14:59,Let’s goooo!!,Been waiting for this app!!,5
2023-06-07 12:29:00,AWESOME,"But only if they made It for Apple Watch, I could use it in school?!",4
2023-05-18 22:55:56,Doesn’t open,"Tried to delete and reload the app.. Sorry, it doesn’t go anywhere from the intro page ..fix it please..",1
2023-05-18 21:44:27,Awesome,Awesome app and technology. The world need thin technologies for better future,5
2023-05-18 20:21:28,Official ChatGPT,This is the only official ChatGPT app on the App Store. Please avoid any others.,5
2023-07-13 20:41:35,Random Arabic characters show up,I speak in English but the app shows Arabic text. Seems like a bug?,2
2023-07-12 13:23:39,Sign in failed,"I can not sign in,because it consistent show that ” sign in failed”",2
2023-05-26 16:44:31,Make an iPad version please,Please make an iPad version.,4
2023-06-06 00:41:12,Can’t Sign In,My account was deactivated for no reason and no one told me how to resolve this matter or how to contact the developer. They never reply the problem reporting. Too bad!,1
2023-05-26 06:17:44,The Greatest App Ever Created,Absolutely incredible!,5
2023-05-26 08:33:46,September 2021,Still outdated. This is an old model from September 2021 and they want $20 a month. Also censored so if you need to research anything they deem inappropriate you won't be able to.,1
2023-05-21 02:00:31,The Singularity is Near!,Are you ready?,5
2023-05-26 00:26:06,demo app,"Add the plugins, what’s up with that? If you have plus you’re better off on the website.",2
2023-05-19 15:42:56,Thank you Open AI,This is by far the best app ever!,5
2023-05-20 01:45:31,UI for iPad Pro,I wish Chat GPT come out with iPad Pro interface version full screen 😀😀,3
2023-05-19 16:35:51,Crashes,Crashes why you try to log in,2
2023-05-19 00:41:18,Best app ever,I was waiting for you.,5
2023-05-18 21:26:06,Finally app is here :),Finally app is here,5
2023-07-19 03:11:47,AMAZING,This is so fun and smart I love to write silly stories with this,5
2023-07-24 18:11:12,No support for Microsoft account login,I have a premium subscription with a Microsoft hotmail account. But the app doesn’t allow me to authenticate with it. Only google or apple logins. This is stupid.,1
2023-07-12 07:37:16,Please,Can you please get rid of the AI NSFW filter please,5
2023-05-31 23:18:54,Missing Plugins support,Would be good if plugins support is added,4
2023-05-18 20:28:53,Good but…,Would love if there is text to speech and real time conversation.,4
2023-05-28 17:19:37,Not all phone numbers are good enough to register,I downloaded the app. I tried registering. OpenAI requires a phone number. It gave it my phone number. OpenAI complained that the phone number is virtual. No ChatGPT for me.,1
2023-05-26 00:58:14,Mind Blowing Experience,So happy to see ai come to iphone. Thanks OpenAI,5
2023-05-22 15:22:50,Amazing App，I love it so much,"So amazing,this is my favorite app",5
2023-05-22 03:09:55,Ipad plz,so small window,5
2023-05-19 20:00:24,Frozen at info screen,"Just got the app, but it got stuck on the screen that says “This official app is free…”. Tried restarting both app and iPhone (2nd gen SE). So, basically useless",1
2023-05-19 13:37:22,I am a first one,Support,5
2023-05-19 06:28:25,Best App Ever!,This app platform is AMAZING! Talk about your own personal assistance. This app beats Grammarly and Alexa and Siri combine.,5
2023-05-19 06:10:39,Works as promised,"Easy to use 
Like the voice input 
Plug-ins are missing 
Quite handy !
 Still no share or export to external apps ( mail / texts )
No Siri integration either",5
2023-05-19 06:00:19,ChatGPT is great,finally chatgpt has a native iOS application.,5
2023-05-19 02:53:57,Cannot login,Microsoft account login is missing. Will use the web version.,2
2023-05-19 02:01:19,So usefully Love it,I’d like use it for my working.,5
2023-05-18 23:15:36,GPT4 is remarkable,My new tutor specialized in everything,5
2023-06-08 09:51:05,I hope to adapt to the iPad and add Chinese,I hope to adapt to the iPad and add Chinese,5
2023-07-24 14:18:48,Can’t paste,Is anyone else experiencing not being able to paste in the mobile app version ?,1
2023-07-16 14:23:58,Can not login..,“something went wrong please make sure your internet connection is stable…”,1
2023-06-29 04:50:38,"email missing,why?","The accout indicates email missing,how's that?",3
2023-06-14 04:27:57,Why do I need to give my phone number?,Very shady that I need to give my phone number to use the app. Let the tracking begin...,1
2023-06-09 08:13:47,actually it's just a GPT3.,There are a lot of things that GPT3.5 can do but this application  cannot,3
2023-05-19 04:25:20,Excessive battery drain,Drains about 1% per minute,4
2023-06-04 16:04:59,Unable to access GPT4,"Even though I have paid for plus the app refuses to use gpt4. 
About to cancel my subscription. Waste of money.",1
2023-05-31 19:11:47,Love it,Very simple UI easy to use.,5
2023-05-31 15:57:49,No web browsing.,Needless to say; the app cant browse the web. And the settings are very limited.,2
2023-05-31 10:14:11,Very amazing,Fast response 😍,5
2023-05-30 14:56:43,Nice,Please make it compatible with iPad,5
2023-05-28 09:26:38,The future,We are entering it!,5
2023-05-19 19:47:07,75 percent correct,Great  for the first few iterations,5
2023-05-19 16:13:24,It’s good,Wanted to be the first review. It should have a Siri integration,5
2023-05-19 08:36:34,App Bug,"The user interface of the App is ok. But, this ChatGPT app itself is causing an increase of Device temperature. And, the iPhone’s temperature is continuously rising while using this App. 
Please fix the Bug ASAP.",1
2023-05-26 01:08:44,iPad version,ipad version please,4
